title,N,thesession_url,type,file_name,yt_link,instrumentation,instrument,segmentation,beats
Lucy Campbell,3,,reel,03_v04.mp3,youtube.com/watch/50SdBbobVts,ensemble,"flute, fiddle, percussion","[9.697460317, 17.759637188, 25.806530612, 33.86122449, 41.844897959, 49.81877551, 57.814058957, 65.756394558]","[0.683537415, 1.354013605, 1.936734694, 2.512108844, 3.051972789, 3.570068027, 4.064671202, 4.603356009, 5.118390023, 5.627845805, 6.168639456, 6.693877551, 7.186938776, 7.689795918, 8.215510204, 8.690907029, 9.208684807, 9.697460317, 10.225623583, 10.72, 11.222857143, 11.742040816, 12.227324263, 12.712902494, 13.208344671, 13.743786848, 14.236734694, 14.763333333, 15.274376417, 15.7569161, 16.257596372, 16.758276644, 17.255328798, 17.759637188, 18.234920635, 18.760997732, 19.272562358, 19.755102041, 20.252154195, 20.76952381, 21.238843537, 21.76, 22.293333333, 22.791836735, 23.294693878, 23.784036281, 24.290612245, 24.819591837, 25.286213152, 25.806530612, 26.296643991, 26.799047619, 27.333877551, 27.820408163, 28.292630385, 28.806530612, 29.335510204, 29.844897959, 30.370612245, 30.850612245, 31.346938776, 31.825827664, 32.355918367, 32.891428571, 33.347256236, 33.86122449, 34.370612245, 34.885079365, 35.390113379, 35.874829932, 36.366077098, 36.860748299, 37.34138322, 37.857959184, 38.367346939, 38.870204082, 39.376326531, 39.846734694, 40.329795918, 40.809092971, 41.342040816, 41.844897959, 42.34122449, 42.847346939, 43.353469388, 43.849795918, 44.335986395, 44.827709751, 45.319433107, 45.841814059, 46.35755102, 46.837573696, 47.350204082, 47.860521542, 48.316734694, 48.829387755, 49.315918367, 49.81877551, 50.351020408, 50.847006803, 51.32600907, 51.845079365, 52.336848073, 52.820907029, 53.325895692, 53.824195011, 54.325442177, 54.836530612, 55.323378685, 55.795192744, 56.32, 56.81015873, 57.294920635, 57.814058957, 58.354648526, 58.831746032, 59.334603175, 59.809727891, 60.31276644, 60.789160998, 61.318049887, 61.779002268, 62.318367347, 62.775510204, 63.255464853, 63.740952381, 64.243877551, 64.74723356, 65.253650794, 65.756394558]"
Lucy Campbell,3,,reel,03_v05.mp3,youtube.com/watch/R0kxK845jWo,ensemble,"accordion, flute, fiddle","[10.208072562, 18.057142857, 25.922176871, 33.74585034, 41.619229025, 49.436825397, 57.295238095]","[0.338571429, 0.818367347, 1.325351474, 1.820952381, 2.323809524, 2.824126984, 3.31755102, 3.822585034, 4.313106576, 4.812335601, 5.302857143, 5.768412698, 6.286802721, 6.754104308, 7.256235828, 7.755464853, 8.248888889, 8.739410431, 9.206712018, 9.711746032, 10.208072562, 10.704399093, 11.186213152, 11.688344671, 12.17015873, 12.673922902, 13.170226757, 13.664353741, 14.136213152, 14.624036281, 15.136575964, 15.604081633, 16.092721088, 16.58122449, 17.080816327, 17.55755102, 18.057142857, 18.557823129, 19.051247166, 19.538684807, 20.022154195, 20.516825397, 21.003219955, 21.497369615, 21.997278912, 22.476190476, 22.963038549, 23.453809524, 23.919659864, 24.450612245, 24.973061224, 25.430204082, 25.922176871, 26.40031746, 26.887165533, 27.378911565, 27.859773243, 28.360272109, 28.852244898, 29.335510204, 29.823129252, 30.328163265, 30.800136054, 31.287142857, 31.782267574, 32.26553288, 32.762562358, 33.239433107, 33.74585034, 34.237823129, 34.738503401, 35.23047619, 35.718095238, 36.205714286, 36.702040816, 37.185306122, 37.690340136, 38.19537415, 38.678639456, 39.166258503, 39.684353741, 40.154557823, 40.637823129, 41.133650794, 41.619229025, 42.11462585, 42.597256236, 43.070612245, 43.589659864, 44.071564626, 44.573605442, 45.078639456, 45.55755102, 46.021360544, 46.536689342, 47.01170068, 47.512380952, 47.98324263, 48.49845805, 48.962018141, 49.436825397, 49.963537415, 50.431632653, 50.934285714, 51.402154195, 51.900952381, 52.397278912, 52.863129252, 53.355102041, 53.860136054, 54.352108844, 54.831020408, 55.318684807, 55.823673469, 56.28952381, 56.790204082, 57.295238095]"
Lucy Campbell,3,,reel,03_v06.mp3,youtube.com/watch/wXbbH43yT_c,ensemble,"guitar, fiddle","[10.906122449, 19.566462585, 28.164036281, 36.768843537, 45.204739229, 53.682630385, 62.162426304, 70.569818594]","[0.278639456, 1.308730159, 2.119183673, 2.915555556, 3.535238095, 4.125170068, 4.67845805, 5.231020408, 5.835102041, 6.376417234, 6.942040816, 7.542857143, 8.088163265, 8.636734694, 9.136326531, 9.769795918, 10.337959184, 10.906122449, 11.454693878, 11.970612245, 12.489795918, 13.039455782, 13.550068027, 14.117324263, 14.691723356, 15.205782313, 15.764648526, 16.31430839, 16.860589569, 17.441088435, 17.925442177, 18.477709751, 19.034580499, 19.566462585, 20.135464853, 20.669387755, 21.198367347, 21.703605442, 22.264512472, 22.790340136, 23.345918367, 23.875918367, 24.433378685, 24.9461678, 25.466689342, 26.001927438, 26.563696145, 27.097029478, 27.633310658, 28.164036281, 28.716870748, 29.234444444, 29.80324263, 30.31031746, 30.863673469, 31.407891156, 31.949773243, 32.482743764, 33.002743764, 33.548117914, 34.085963719, 34.616258503, 35.154807256, 35.697823129, 36.194013605, 36.768843537, 37.289795918, 37.824897959, 38.33430839, 38.874557823, 39.397006803, 39.923809524, 40.446258503, 40.994829932, 41.478095238, 42.052789116, 42.641678005, 43.136870748, 43.648820862, 44.139160998, 44.655646259, 45.204739229, 45.726439909, 46.234829932, 46.817278912, 47.329773243, 47.869206349, 48.407800454, 48.92, 49.46430839, 49.971723356, 50.508707483, 51.041791383, 51.571587302, 52.119478458, 52.675782313, 53.168185941, 53.682630385, 54.243265306, 54.765714286, 55.33170068, 55.85414966, 56.394013605, 56.894693878, 57.451972789, 57.965714286, 58.492517007, 59.019319728, 59.559183673, 60.077278912, 60.617142857, 61.130884354, 61.639773243, 62.162426304, 62.699614512, 63.214217687, 63.764897959, 64.287346939, 64.831564626, 65.362721088, 65.857959184, 66.35755102, 66.909387755, 67.454693878, 67.974331066, 68.46430839, 69.012244898, 69.534693878, 70.083265306, 70.569818594, 71.117120181, 71.618888889]"
Lucy Campbell,3,,reel,03_v07.mp3,youtube.com/watch/tN-KmQWxhk0,ensemble,"fiddle, whistle","[11.747845805, 20.099773243, 28.419047619, 36.633809524, 44.84537415, 53.109546485]","[0.833015873, 1.343786848, 1.850907029, 2.378276644, 2.937324263, 3.439455782, 3.977936508, 4.473469388, 4.999183673, 5.528163265, 6.047346939, 6.589387755, 7.088979592, 7.611791383, 8.112743764, 8.634920635, 9.153741497, 9.644036281, 10.202267574, 10.684807256, 11.225396825, 11.747845805, 12.284807256, 12.797029478, 13.326077098, 13.837641723, 14.360090703, 14.893424036, 15.394104308, 15.934693878, 16.449886621, 16.986848073, 17.49478458, 18.031746032, 18.513537415, 19.018344671, 19.599092971, 20.099773243, 20.62585034, 21.160272109, 21.692517007, 22.185941043, 22.719274376, 23.227210884, 23.767800454, 24.293877551, 24.794557823, 25.324263039, 25.808321995, 26.343764172, 26.861882086, 27.393900227, 27.914739229, 28.419047619, 28.923764172, 29.438548753, 29.956349206, 30.496780045, 30.989637188, 31.539229025, 32.029637188, 32.580498866, 33.053174603, 33.573492063, 34.102222222, 34.626734694, 35.12430839, 35.61537415, 36.131269841, 36.633809524, 37.190770975, 37.690657596, 38.234965986, 38.724807256, 39.26553288, 39.755034014, 40.250770975, 40.741020408, 41.273605442, 41.768095238, 42.27430839, 42.775056689, 43.305487528, 43.822154195, 44.316122449, 44.84537415, 45.363741497, 45.87877551, 46.414671202, 46.930884354, 47.447414966, 47.988752834, 48.473424036, 48.974648526, 49.538321995, 50.0861678, 50.572335601, 51.050566893, 51.570068027, 52.110657596, 52.622222222, 53.109546485]"
Lucy Campbell,3,,reel,03_v08.mp3,youtube.com/watch/vZRmKVPSwp8,solo,fiddle,"[9.960634921, 19.443809524, 28.876190476, 38.308571429, 47.603809524, 57.000634921, 66.509206349]","[0.526780045, 1.135782313, 1.778798186, 2.348390023, 2.883106576, 3.460022676, 4.064126984, 4.647165533, 5.230997732, 5.837619048, 6.402290249, 7.04, 7.615759637, 8.212086168, 8.767460317, 9.345328798, 9.960634921, 10.497528345, 11.164444444, 11.71537415, 12.337777778, 12.906666667, 13.531428571, 14.04723356, 14.659047619, 15.264376417, 15.846553288, 16.447687075, 17.046417234, 17.619569161, 18.231564626, 18.799365079, 19.443809524, 20.035918367, 20.657777778, 21.226666667, 21.820952381, 22.386439909, 22.979047619, 23.583492063, 24.187936508, 24.766984127, 25.361269841, 25.955555556, 26.513356009, 27.118730159, 27.733333333, 28.276848073, 28.876190476, 29.455238095, 30.054603175, 30.659047619, 31.238095238, 31.822222222, 32.436825397, 33.000634921, 33.547029478, 34.153582766, 34.783492063, 35.367619048, 35.992380952, 36.576507937, 37.15047619, 37.729274376, 38.308571429, 38.887619048, 39.446349206, 39.998548753, 40.594421769, 41.192675737, 41.767959184, 42.356825397, 42.911315193, 43.51675737, 44.08478458, 44.662154195, 45.267301587, 45.841269841, 46.43047619, 47.014603175, 47.603809524, 48.164195011, 48.792380952, 49.361269841, 49.986031746, 50.57015873, 51.16952381, 51.753650794, 52.317460317, 52.881269841, 53.475555556, 54.10031746, 54.674285714, 55.273650794, 55.852698413, 56.446984127, 57.000634921, 57.63047619, 58.22984127, 58.773333333, 59.413333333, 59.966984127, 60.591746032, 61.160634921, 61.73968254, 62.346689342, 62.962358277, 63.532630385, 64.137142857, 64.726349206, 65.31047619, 65.925079365, 66.509206349]"
Lucy Campbell,3,,reel,03_v09.mp3,youtube.com/watch/ZK8VTbcnACk,ensemble,"guitar, fiddle","[8.386031746, 16.360839002, 24.472380952, 32.528979592, 40.553106576, 48.651814059, 56.482539683]","[0.734263039, 1.249591837, 1.765963719, 2.294739229, 2.79399093, 3.310634921, 3.82399093, 4.316961451, 4.764852608, 5.26537415, 5.795600907, 6.313968254, 6.821655329, 7.337619048, 7.833219955, 8.386031746, 8.881950113, 9.348571429, 9.843469388, 10.302970522, 10.83845805, 11.304943311, 11.82260771, 12.309818594, 12.843786848, 13.405623583, 13.855056689, 14.366984127, 14.843560091, 15.374240363, 15.864761905, 16.360839002, 16.914285714, 17.414603175, 17.937301587, 18.436213152, 18.922970522, 19.428639456, 19.955260771, 20.439047619, 20.945714286, 21.459251701, 21.980204082, 22.46015873, 22.972789116, 23.471043084, 23.958684807, 24.472380952, 24.979591837, 25.473015873, 25.966961451, 26.440136054, 27.004081633, 27.474285714, 27.996734694, 28.472108844, 28.999183673, 29.49877551, 29.971655329, 30.455396825, 30.974693878, 31.546122449, 32.035918367, 32.528979592, 32.992244898, 33.515192744, 34.005736961, 34.499229025, 35.002857143, 35.500226757, 35.993378685, 36.503718821, 37.010045351, 37.505668934, 38.025192744, 38.544988662, 39.061836735, 39.562244898, 40.058503401, 40.553106576, 41.074353741, 41.591156463, 42.086417234, 42.589455782, 43.054965986, 43.581179138, 44.105011338, 44.588639456, 45.123945578, 45.628412698, 46.136575964, 46.622040816, 47.173877551, 47.699591837, 48.173061224, 48.651814059, 49.189501134, 49.66723356, 50.184126984, 50.652040816, 51.17015873, 51.681655329, 52.204920635, 52.690952381, 53.209478458, 53.723854875, 54.208798186, 54.706848073, 55.22414966, 55.773333333, 56.265986395]"
The Bucks Of Oranmore,4,https://thesession.org/tunes/2,reel,04_v01.mp3,youtube.com/watch/dS7NxJDp4zQ,ensemble,"flute, mandolin","[10.976371882, 19.163106576, 27.111995465, 35.081133787, 42.933696145]","[1.625396825, 2.449705215, 3.320453515, 3.9938322, 4.539501134, 5.131609977, 5.714920635, 6.249569161, 6.788503401, 7.323650794, 7.853401361, 8.404875283, 8.921428571, 9.411927438, 9.957891156, 10.462494331, 10.976371882, 11.509319728, 12.022108844, 12.520272109, 13.03260771, 13.520090703, 14.077278912, 14.577891156, 15.077505669, 15.591201814, 16.116802721, 16.649297052, 17.140657596, 17.65600907, 18.181836735, 18.656394558, 19.163106576, 19.67015873, 20.174557823, 20.665124717, 21.152675737, 21.659319728, 22.166349206, 22.676961451, 23.18430839, 23.629206349, 24.147301587, 24.655736961, 25.129297052, 25.641269841, 26.126213152, 26.635124717, 27.111995465, 27.629342404, 28.139795918, 28.643061224, 29.149909297, 29.658435374, 30.170022676, 30.633061224, 31.116349206, 31.592517007, 32.093741497, 32.610725624, 33.114512472, 33.598412698, 34.084081633, 34.593333333, 35.081133787, 35.588594104, 36.055827664, 36.544240363, 37.033356009, 37.541315193, 38.048321995, 38.4938322, 38.961950113, 39.451360544, 39.944535147, 40.455034014, 40.94430839, 41.453492063, 41.939773243, 42.412403628, 42.933696145]"
The Bucks Of Oranmore,4,,reel,04_v02.mp3,youtube.com/watch/GrXsmfmqcFA,ensemble,"accordion, bagpipe","[15.902312925, 24.069092971, 32.239455782, 40.082290249, 48.077687075]","[7.188888889, 7.76707483, 8.315646259, 8.871337868, 9.425056689, 9.980272109, 10.502222222, 11.058435374, 11.633197279, 12.154716553, 12.6961678, 13.261882086, 13.777256236, 14.293333333, 14.881088435, 15.391519274, 15.902312925, 16.432857143, 16.945736961, 17.467210884, 18.005306122, 18.517913832, 19.025442177, 19.524761905, 20.028956916, 20.557142857, 21.088526077, 21.574013605, 22.042358277, 22.546575964, 23.067709751, 23.584240363, 24.069092971, 24.599138322, 25.110839002, 25.626643991, 26.144580499, 26.645827664, 27.165192744, 27.694807256, 28.201519274, 28.711201814, 29.17877551, 29.653333333, 30.203356009, 30.731609977, 31.236643991, 31.747482993, 32.239455782, 32.741133787, 33.22462585, 33.739433107, 34.230680272, 34.720068027, 35.208412698, 35.718412698, 36.211156463, 36.706326531, 37.175464853, 37.687165533, 38.144761905, 38.632857143, 39.114331066, 39.607097506, 40.082290249, 40.57, 41.060249433, 41.570022676, 42.061360544, 42.561292517, 43.073061224, 43.561315193, 44.047936508, 44.542312925, 45.059319728, 45.573537415, 46.063310658, 46.580204082, 47.089546485, 47.595396825, 48.077687075]"
The Bucks Of Oranmore,4,,reel,04_v03.mp3,youtube.com/watch/GiidHoDPKt0,solo,whistle,"[9.932335601, 18.839365079, 27.423492063, 36.153469388, 44.52952381]","[0.879455782, 1.47446712, 2.069478458, 2.658684807, 3.274013605, 3.857414966, 4.368253968, 4.961179138, 5.509297052, 6.007596372, 6.556734694, 7.116190476, 7.664761905, 8.267755102, 8.85260771, 9.404081633, 9.932335601, 10.475102041, 11.038185941, 11.55047619, 12.13968254, 12.718730159, 13.333333333, 13.795918367, 14.318367347, 14.873469388, 15.428571429, 15.947755102, 16.496326531, 17.100408163, 17.652970522, 18.285714286, 18.839365079, 19.438730159, 19.859591837, 20.388571429, 20.994013605, 21.513446712, 22.028798186, 22.556485261, 23.066984127, 23.606530612, 24.116984127, 24.631292517, 25.177981859, 25.788662132, 26.319342404, 26.89015873, 27.423492063, 27.974421769, 28.494217687, 29.029251701, 29.564058957, 30.145646259, 30.679410431, 31.209455782, 31.762471655, 32.300181406, 32.850544218, 33.408185941, 33.944671202, 34.532426304, 35.098412698, 35.620861678, 36.153469388, 36.68244898, 37.194648526, 37.674376417, 38.255238095, 38.747936508, 39.243174603, 39.794285714, 40.325079365, 40.838095238, 41.343492063, 41.867755102, 42.372494331, 42.958730159, 43.428571429, 43.936507937, 44.52952381]"
The Bucks Of Oranmore,4,,reel,04_v04.mp3,youtube.com/watch/z2rSCcHmLDo,ensemble,"guitar, fiddle","[7.993469388, 15.812063492, 23.664761905, 31.527800454, 39.296122449]","[0.084897959, 0.596462585, 1.101496599, 1.577142857, 2.034285714, 2.524444444, 3.047619048, 3.55047619, 4.078367347, 4.551836735, 5.071020408, 5.530430839, 6.01952381, 6.517188209, 7.023877551, 7.497142857, 7.993469388, 8.516281179, 8.982630385, 9.488253968, 9.982040816, 10.468117914, 10.935873016, 11.404104308, 11.895736961, 12.387505669, 12.860362812, 13.351496599, 13.843718821, 14.335986395, 14.832653061, 15.32952381, 15.812063492, 16.304331066, 16.798662132, 17.298730159, 17.786689342, 18.277210884, 18.766258503, 19.280136054, 19.779047619, 20.280793651, 20.767528345, 21.27723356, 21.740748299, 22.249183673, 22.718684807, 23.202539683, 23.664761905, 24.203174603, 24.645192744, 25.144920635, 25.65877551, 26.119183673, 26.620113379, 27.116780045, 27.588253968, 28.097596372, 28.595578231, 29.066235828, 29.552176871, 30.05723356, 30.553038549, 31.046145125, 31.527800454, 32.00861678, 32.499977324, 32.986349206, 33.466802721, 33.997528345, 34.451746032, 34.933310658, 35.408979592, 35.881632653, 36.393650794, 36.855396825, 37.34861678, 37.851746032, 38.332380952, 38.801632653, 39.296122449]"
The Bucks Of Oranmore,4,,reel,04_v05.mp3,youtube.com/watch/Jqi6a28-b38,ensemble,"accordion, banjo, guitar, fiddle","[8.300204082, 15.880748299, 23.401315193, 30.923628118, 38.424852608]","[0.702403628, 1.184240363, 1.650793651, 2.119183673, 2.584829932, 3.09877551, 3.552653061, 4.025306122, 4.493061224, 4.987936508, 5.459591837, 5.92462585, 6.394693878, 6.902857143, 7.374648526, 7.846281179, 8.300204082, 8.767936508, 9.255056689, 9.747256236, 10.218979592, 10.70292517, 11.165487528, 11.642244898, 12.112721088, 12.56861678, 13.045238095, 13.521609977, 13.99430839, 14.489342404, 14.971133787, 15.414875283, 15.880748299, 16.369795918, 16.84521542, 17.316734694, 17.76877551, 18.232857143, 18.702426304, 19.185124717, 19.652290249, 20.140748299, 20.591950113, 21.069070295, 21.533401361, 21.98521542, 22.503151927, 22.949501134, 23.401315193, 23.880997732, 24.349727891, 24.816303855, 25.283628118, 25.780929705, 26.247959184, 26.717596372, 27.170521542, 27.671451247, 28.150770975, 28.593197279, 29.054897959, 29.523922902, 29.989092971, 30.449115646, 30.923628118, 31.397324263, 31.865283447, 32.34829932, 32.795147392, 33.275306122, 33.718072562, 34.17399093, 34.64446712, 35.139637188, 35.592426304, 36.070249433, 36.522403628, 37.001496599, 37.466145125, 37.945963719, 38.424852608]"
The Bucks Of Oranmore,4,,reel,04_v06.mp3,youtube.com/watch/OVU3pSHQcFE,solo,accordion,"[10.110748299, 19.472834467, 28.863492063, 38.159977324]","[0.805646259, 1.430929705, 2.000702948, 2.56, 3.163287982, 3.734829932, 4.328911565, 4.884036281, 5.4838322, 6.048707483, 6.653401361, 7.201156463, 7.75106576, 8.370793651, 8.962902494, 9.537709751, 10.110748299, 10.7269161, 11.301428571, 11.862857143, 12.425827664, 12.998004535, 13.582222222, 14.213514739, 14.796031746, 15.394648526, 15.94292517, 16.520090703, 17.114195011, 17.695147392, 18.29553288, 18.877823129, 19.472834467, 20.053333333, 20.631768707, 21.243356009, 21.742585034, 22.360634921, 22.968004535, 23.544852608, 24.123922902, 24.718027211, 25.318004535, 25.895124717, 26.475714286, 27.069365079, 27.671791383, 28.283764172, 28.863492063, 29.434920635, 29.984399093, 30.541496599, 31.131247166, 31.729092971, 32.325578231, 32.914421769, 33.502040816, 34.10430839, 34.655782313, 35.228480726, 35.80276644, 36.357369615, 36.981791383, 37.564875283, 38.159977324]"
The Bucks Of Oranmore,4,,reel,04_v07.mp3,youtube.com/watch/aWX4cDxN_a4,ensemble,"accordion, guitar, fiddle","[8.461405896, 16.77739229, 25.155328798, 33.455079365, 41.744557823]","[0.130612245, 0.63600907, 1.189183673, 1.740181406, 2.23031746, 2.744421769, 3.262176871, 3.79446712, 4.293764172, 4.806485261, 5.318095238, 5.873854875, 6.415238095, 6.918095238, 7.432018141, 7.968639456, 8.461405896, 8.977800454, 9.494353741, 10.026439909, 10.563038549, 11.060045351, 11.551451247, 12.096553288, 12.6130839, 13.114829932, 13.634036281, 14.181587302, 14.704761905, 15.238095238, 15.74952381, 16.269365079, 16.77739229, 17.346031746, 17.854829932, 18.372063492, 18.887188209, 19.406893424, 19.92984127, 20.475464853, 20.974988662, 21.484376417, 22.016077098, 22.529319728, 23.066303855, 23.579342404, 24.10893424, 24.599478458, 25.155328798, 25.682426304, 26.196621315, 26.727346939, 27.244421769, 27.773968254, 28.270521542, 28.796848073, 29.323174603, 29.836190476, 30.36260771, 30.876870748, 31.391836735, 31.909546485, 32.445895692, 32.946439909, 33.455079365, 33.970997732, 34.491519274, 35.01154195, 35.525941043, 36.023492063, 36.581587302, 37.079569161, 37.608503401, 38.135873016, 38.655351474, 39.169115646, 39.685260771, 40.183174603, 40.715351474, 41.228049887, 41.744557823]"
The Bucks Of Oranmore,4,,reel,04_v08.mp3,youtube.com/watch/8zlAKYCrwvY,ensemble,"bagpipe, guitar, fiddle","[8.131950113, 16.030952381, 24.004285714, 31.980952381, 39.932199546]","[0.156734694, 0.661768707, 1.149024943, 1.647573696, 2.167800454, 2.635600907, 3.147755102, 3.66585034, 4.127346939, 4.620634921, 5.115918367, 5.647437642, 6.15984127, 6.630680272, 7.112811791, 7.630022676, 8.131950113, 8.613265306, 9.125714286, 9.611927438, 10.112222222, 10.596689342, 11.112403628, 11.582018141, 12.09723356, 12.563378685, 13.080181406, 13.579319728, 14.049070295, 14.538390023, 15.03399093, 15.532199546, 16.030952381, 16.527664399, 17.024353741, 17.514285714, 18.046303855, 18.534331066, 19.032040816, 19.520634921, 20.038095238, 20.531972789, 21.02185941, 21.522653061, 21.999750567, 22.514965986, 23.035941043, 23.518888889, 24.004285714, 24.48478458, 24.981133787, 25.513650794, 25.998480726, 26.498548753, 26.998888889, 27.516258503, 27.977346939, 28.50031746, 29.023492063, 29.48952381, 30.022199546, 30.500702948, 30.990634921, 31.484512472, 31.980952381, 32.481950113, 33.010929705, 33.500884354, 33.963877551, 34.480340136, 34.966349206, 35.469206349, 35.965895692, 36.464852608, 36.954081633, 37.434920635, 37.936938776, 38.429909297, 38.926734694, 39.417165533, 39.932199546]"
The Bucks Of Oranmore,4,,reel,04_v09.mp3,youtube.com/watch/yywl9zFm6H4,ensemble,"fiddle, whistle","[8.782131519, 17.256734694, 25.691428571, 34.086530612]","[0.142222222, 0.715351474, 1.232108844, 1.863401361, 2.382494331, 2.922267574, 3.4369161, 3.994761905, 4.517936508, 5.037256236, 5.611247166, 6.153877551, 6.648344671, 7.184897959, 7.718684807, 8.237981859, 8.782131519, 9.322290249, 9.831088435, 10.382335601, 10.917165533, 11.437278912, 11.973446712, 12.521292517, 13.046734694, 13.54585034, 14.106122449, 14.599614512, 15.142312925, 15.660408163, 16.182857143, 16.718684807, 17.256734694, 17.780816327, 18.317505669, 18.835986395, 19.382131519, 19.919863946, 20.437324263, 20.974036281, 21.486802721, 22.00861678, 22.516462585, 23.096598639, 23.605986395, 24.098503401, 24.654036281, 25.170068027, 25.691428571, 26.253061224, 26.778480726, 27.293356009, 27.817959184, 28.351972789, 28.860136054, 29.366984127, 29.90585034, 30.4130839, 30.930793651, 31.47755102, 31.995124717, 32.531451247, 33.065895692, 33.566712018, 34.086530612]"
The Foxhunters,5,https://thesession.org/tunes/511,reel,05_v01.mp3,youtube.com/watch/1i-v72LfZS4,solo,whistle,"[11.384965986, 20.38877551, 29.583151927, 38.787936508]","[0.278639456, 1.523718821, 2.441088435, 3.204399093, 3.859954649, 4.46723356, 5.103219955, 5.703197279, 6.277482993, 6.821972789, 7.390634921, 7.978412698, 8.526417234, 9.122562358, 9.71968254, 10.292018141, 10.855736961, 11.384965986, 11.973582766, 12.523174603, 13.076712018, 13.681632653, 14.243265306, 14.817959184, 15.340408163, 15.954285714, 16.457142857, 17.015873016, 17.573877551, 18.173310658, 18.718707483, 19.25877551, 19.84, 20.38877551, 20.960657596, 21.528344671, 22.070498866, 22.640340136, 23.238843537, 23.808866213, 24.37122449, 24.95553288, 25.545782313, 26.139138322, 26.71893424, 27.33569161, 27.888548753, 28.444444444, 28.995918367, 29.583151927, 30.131950113, 30.724013605, 31.287981859, 31.856371882, 32.409319728, 32.980340136, 33.568004535, 34.133333333, 34.788435374, 35.351904762, 35.920907029, 36.484557823, 37.073287982, 37.636122449, 38.20537415, 38.787936508]"
The Foxhunters,5,,reel,05_v02.mp3,youtube.com/watch/b1EU4ipTkRg,solo,fiddle,"[8.069750567, 15.450045351, 22.803718821, 30.202970522]","[0.385306122, 0.96, 1.495510204, 1.97877551, 2.489659864, 2.958367347, 3.428571429, 3.897845805, 4.383061224, 4.85877551, 5.30893424, 5.80047619, 6.254761905, 6.727346939, 7.203741497, 7.618662132, 8.069750567, 8.559750567, 9.011451247, 9.498979592, 9.939410431, 10.38244898, 10.858662132, 11.303514739, 11.791927438, 12.254240363, 12.703900227, 13.144761905, 13.612086168, 14.07984127, 14.532585034, 14.999047619, 15.450045351, 15.901043084, 16.351609977, 16.822857143, 17.292244898, 17.761678005, 18.216734694, 18.683129252, 19.141678005, 19.582879819, 20.025283447, 20.49755102, 20.969795918, 21.395260771, 21.882018141, 22.315578231, 22.803718821, 23.248684807, 23.719433107, 24.183287982, 24.662335601, 25.128888889, 25.592040816, 26.035941043, 26.488163265, 26.989024943, 27.422040816, 27.863945578, 28.335600907, 28.836281179, 29.293424036, 29.733877551, 30.202970522]"
The Foxhunters,5,,reel,05_v03.mp3,youtube.com/watch/h4OAkUN-m3A,solo,fiddle,"[10.814104308, 19.521995465, 27.947777778, 36.462199546]","[1.052063492, 2.06675737, 2.943605442, 3.699342404, 4.381836735, 4.983106576, 5.621927438, 6.242063492, 6.820204082, 7.417777778, 8.005419501, 8.588548753, 9.121904762, 9.701995465, 10.250839002, 10.814104308, 11.408072562, 11.980294785, 12.518594104, 13.051473923, 13.610816327, 14.136303855, 14.655419501, 15.218072562, 15.742517007, 16.271179138, 16.804829932, 17.350340136, 17.928367347, 18.444716553, 18.979002268, 19.521995465, 20.067573696, 20.6230839, 21.128390023, 21.644761905, 22.173401361, 22.703628118, 23.23755102, 23.745147392, 24.28106576, 24.813265306, 25.326371882, 25.859274376, 26.393537415, 26.927097506, 27.459342404, 27.947777778, 28.499002268, 29.034965986, 29.598412698, 30.135396825, 30.668752834, 31.201156463, 31.713333333, 32.229977324, 32.759342404, 33.274126984, 33.793401361, 34.334671202, 34.853219955, 35.417165533, 35.930249433, 36.462199546]"
The Foxhunters,5,,reel,05_v04.mp3,youtube.com/watch/rvtqZgEg3AA,ensemble,"accordion, flute, guitar, fiddle","[8.287505669, 16.283718821, 24.32521542, 32.318435374]","[0.150929705, 0.690793651, 1.221632653, 1.748253968, 2.260566893, 2.73414966, 3.233378685, 3.760521542, 4.251315193, 4.762176871, 5.274195011, 5.788004535, 6.289546485, 6.780997732, 7.282902494, 7.798412698, 8.287505669, 8.759727891, 9.302993197, 9.781405896, 10.280634921, 10.756643991, 11.291814059, 11.78723356, 12.268435374, 12.753560091, 13.290136054, 13.80015873, 14.286122449, 14.756281179, 15.28292517, 15.796371882, 16.283718821, 16.811587302, 17.31047619, 17.815510204, 18.319569161, 18.828639456, 19.322539683, 19.818231293, 20.341791383, 20.829206349, 21.321723356, 21.832108844, 22.305668934, 22.813605442, 23.322267574, 23.817460317, 24.32521542, 24.816326531, 25.274920635, 25.797369615, 26.33723356, 26.819047619, 27.300861678, 27.834920635, 28.328684807, 28.852879819, 29.321768707, 29.838004535, 30.300385488, 30.812244898, 31.275238095, 31.798979592, 32.318435374]"
